date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:27:57	8985/8985	U--MC-	200	updated ('OK')	image/png	etag:%22732015c6cb0d3db8369b13d404a65ddd%22	https://framerusercontent.com/images/sdxNxaKaajax6kFcP4Y349BxDr8.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/sdxNxaKaajax6kFcP4Y349BxDr8.png	(from https://reza-lava-portfolio.framer.ai/)
14:27:57	59802/59802	U--MC-	200	updated ('OK')	image/jpeg	etag:%22e335c88e8d786e023db1e65cc3c68ab5%22	https://framerusercontent.com/images/1TbaHPiDX1jW3VMikWFuXtS5Lg0.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/1TbaHPiDX1jW3VMikWFuXtS5Lg0.jpg	(from https://reza-lava-portfolio.framer.ai/)
14:27:58	34130/34130	U--MC-	200	updated ('OK')	image/jpeg	etag:%22245b1b27fc6848522d1d9bdfde73ed01%22	https://framerusercontent.com/images/IMWwhsptQWaer0horAxvdxUP2cU.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/IMWwhsptQWaer0horAxvdxUP2cU.jpg	(from https://reza-lava-portfolio.framer.ai/)
14:27:58	13894/13894	U--MC-	200	updated ('OK')	image/jpeg	etag:%224ecbf0f0f3edeaede6a5136190bfe961%22	https://framerusercontent.com/images/Kjh89pNwtXNTTUjxFzLMNpLaCo.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/Kjh89pNwtXNTTUjxFzLMNpLaCo.jpg	(from https://reza-lava-portfolio.framer.ai/)
14:28:00	53499/53499	U--MC-	200	updated ('OK')	image/jpeg	etag:%22ae4575b02b5cf1f99ef24ff0516f460f%22	https://framerusercontent.com/images/DVYUce2AjPtbVLLwHLQ14UIMk.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/DVYUce2AjPtbVLLwHLQ14UIMk.jpg	(from https://reza-lava-portfolio.framer.ai/)
14:28:00	42437/42437	U--MC-	200	updated ('OK')	image/jpeg	etag:%22d727ea6c82ac75fc35582c1ba21b2941%22	https://framerusercontent.com/images/btxpyrwc06ajI5Xhk8DzTgAOtw.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/btxpyrwc06ajI5Xhk8DzTgAOtw.jpg	(from https://reza-lava-portfolio.framer.ai/)
14:28:00	52009/52009	U--MC-	200	updated ('OK')	image/jpeg	etag:%22fd9073b917eda733c742386dbdac5769%22	https://framerusercontent.com/images/C7CHxtt6CzFvMCx3rxW3WAipQU.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/C7CHxtt6CzFvMCx3rxW3WAipQU.jpg	(from https://reza-lava-portfolio.framer.ai/)
14:28:00	58335/58335	U--MC-	200	updated ('OK')	image/jpeg	etag:%22e2f09e943a05986e78aacea0ca4b6eda%22	https://framerusercontent.com/images/1yv6bjT498YdF5YJaoh5K4gFPCI.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/1yv6bjT498YdF5YJaoh5K4gFPCI.jpg	(from https://reza-lava-portfolio.framer.ai/)
14:28:01	26193/26193	U--MC-	200	updated ('OK')	image/jpeg	etag:%22196e1f85b27dc3885fdb135b20a3927f%22	https://framerusercontent.com/images/7XT87jCS0iIZqkXLRJSgQg24zHE.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/7XT87jCS0iIZqkXLRJSgQg24zHE.jpg	(from https://reza-lava-portfolio.framer.ai/)
14:28:01	44660/44660	U--MC-	200	updated ('OK')	image/jpeg	etag:%2204acb8dc52a8245972b4b202d9fd3193%22	https://framerusercontent.com/images/97xA12Xr1C6FPODLxM1J07cAX4.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/97xA12Xr1C6FPODLxM1J07cAX4.jpg	(from https://reza-lava-portfolio.framer.ai/)
14:28:01	47790/47790	U--MC-	200	updated ('OK')	image/jpeg	etag:%220296726e70d41dcc667951bff0f5d26e%22	https://framerusercontent.com/images/1cWt9vpFmx5iaIOgbNP8g3FfHVU.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/1cWt9vpFmx5iaIOgbNP8g3FfHVU.jpg	(from https://reza-lava-portfolio.framer.ai/)
14:28:01	36934/36934	U--MC-	200	updated ('OK')	image/jpeg	etag:%220f9566ddc0029450f76f9011272f9547%22	https://framerusercontent.com/images/MmT2jVWQ6vJP4n1OYxKwTL5nzu0.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/MmT2jVWQ6vJP4n1OYxKwTL5nzu0.jpg	(from https://reza-lava-portfolio.framer.ai/)
14:28:02	51566/51566	U--MC-	200	updated ('OK')	image/jpeg	etag:%22dca14ffcccb26be7d6b475900a54185c%22	https://framerusercontent.com/images/gAsYp9gQMw2FqxhWKxXO4kVyCE.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/gAsYp9gQMw2FqxhWKxXO4kVyCE.jpg	(from https://reza-lava-portfolio.framer.ai/)
14:28:02	4268/4268	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2026%20May%202024%2010:57:56%20GMT	https://reza-lava-portfolio.framer.ai/[object%20Object]	C:/My%20Web%20Sites/My%20Portfolio/reza-lava-portfolio.framer.ai/[object%20Object].17.delayed	(from https://reza-lava-portfolio.framer.ai/about)
14:28:03	24298/24298	U--MC-	200	updated ('OK')	image/jpeg	etag:%222f013dffa462fd0a36018c7a184210c8%22	https://framerusercontent.com/images/AWHgIFTHfl6GgWKWMVz5ukzau8.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/AWHgIFTHfl6GgWKWMVz5ukzau8.jpg	(from https://reza-lava-portfolio.framer.ai/about)
14:28:03	49088/49088	U--MC-	200	updated ('OK')	image/jpeg	etag:%2259528a40e2b92a56e640c4f10ba62a1f%22	https://framerusercontent.com/images/JCqDoDWhyyqlDgZAGionCe88rww.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/JCqDoDWhyyqlDgZAGionCe88rww.jpg	(from https://reza-lava-portfolio.framer.ai/about)
14:28:03	46434/46434	U--MC-	200	updated ('OK')	image/jpeg	etag:%22faf94f7c5171b781eb78d5f2fd27f631%22	https://framerusercontent.com/images/nhi0eEtl0BlMUgnNiMKodYNe6oo.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/nhi0eEtl0BlMUgnNiMKodYNe6oo.jpg	(from https://reza-lava-portfolio.framer.ai/about)
14:28:03	74578/74578	U--MC-	200	updated ('OK')	image/png	etag:%22f7c9499d2d852706faa5cfb3e9e72d60%22	https://framerusercontent.com/images/k3w4n7GlyeMwVedBenw0NkzvL4.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/k3w4n7GlyeMwVedBenw0NkzvL4.png	(from https://reza-lava-portfolio.framer.ai/about)
14:28:06	479/479	U--MC-	200	updated ('OK')	image/png	etag:%2215ed574864c94df863328e9b6888bd2d%22	https://framerusercontent.com/images/17yTb2ZrX7ArRtyZxO21ZTdm5s.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/17yTb2ZrX7ArRtyZxO21ZTdm5s.png	(from https://reza-lava-portfolio.framer.ai/about)
14:28:06	27182/27182	U--MC-	200	updated ('OK')	image/jpeg	etag:%227ff1cae6f7e4324b597ad10b36d5b7d2%22	https://framerusercontent.com/images/tSTRbkzvQsZCz3are1LvD2U.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/tSTRbkzvQsZCz3are1LvD2U.jpg	(from https://reza-lava-portfolio.framer.ai/about)
14:28:06	56295/56295	U--MC-	200	updated ('OK')	image/jpeg	etag:%226a43eaf1cd9272e50c6bb6ace78fae35%22	https://framerusercontent.com/images/hFwpAAU5cZwtMiQzxtACLgHf6s.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/hFwpAAU5cZwtMiQzxtACLgHf6s.jpg	(from https://reza-lava-portfolio.framer.ai/about)
14:28:06	52458/52458	U--MC-	200	updated ('OK')	image/jpeg	etag:%22cb6789b0abb47e1c3582ba65eaae0b07%22	https://framerusercontent.com/images/AdMNPU7UzB49k9ud9F6vzwHse0.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/AdMNPU7UzB49k9ud9F6vzwHse0.jpg	(from https://reza-lava-portfolio.framer.ai/about)
14:28:08	44902/44902	U--MC-	200	updated ('OK')	image/jpeg	etag:%22644bbb29dc77f1c93b6e3c9e855b672a%22	https://framerusercontent.com/images/Bw2mdC62p24iP3UAaqKyl9PR00g.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/Bw2mdC62p24iP3UAaqKyl9PR00g.jpg	(from https://reza-lava-portfolio.framer.ai/work)
14:28:08	60467/60467	U--MC-	200	updated ('OK')	image/jpeg	etag:%2272dec639d2886d5a67ca1a03722fb1e0%22	https://framerusercontent.com/images/UwpYj23rQQKrcQaCACh9j7F8n8.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/UwpYj23rQQKrcQaCACh9j7F8n8.jpg	(from https://reza-lava-portfolio.framer.ai/work)
14:28:08	42041/42041	U--MC-	200	updated ('OK')	image/jpeg	etag:%2210d7a052bd82cc82e47af5e1cb087499%22	https://framerusercontent.com/images/kjWksGyVKIU9ImIMZd7DfNR4i5Y.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/kjWksGyVKIU9ImIMZd7DfNR4i5Y.jpg	(from https://reza-lava-portfolio.framer.ai/work)
14:28:08	32084/32084	U--MC-	200	updated ('OK')	image/jpeg	etag:%22de0fcd3d86a26583f622fa51ee3dc20c%22	https://framerusercontent.com/images/rF47a6z2axcsXeFgW4ZegB9uQ.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/rF47a6z2axcsXeFgW4ZegB9uQ.jpg	(from https://reza-lava-portfolio.framer.ai/work)
14:28:10	24248/24248	U--MC-	200	updated ('OK')	image/jpeg	etag:%22301d0d138707d76c55ed7fe87b110161%22	https://framerusercontent.com/images/SPc8m9RLIxOLx6KGzdN9Fynh2Y.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/SPc8m9RLIxOLx6KGzdN9Fynh2Y.jpg	(from https://reza-lava-portfolio.framer.ai/work)
14:28:10	19052/19052	U--MC-	200	updated ('OK')	image/jpeg	etag:%226203509bc25ff1bbeb88cfe56a0eb35f%22	https://framerusercontent.com/images/TDRzYu1722RtGObWhu6vICHH6g.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/TDRzYu1722RtGObWhu6vICHH6g.jpg	(from https://reza-lava-portfolio.framer.ai/work)
14:28:10	21896/21896	U--MC-	200	updated ('OK')	image/jpeg	etag:%22c200a790de854771be975c989313e742%22	https://framerusercontent.com/images/jWxdu72iZ5nYlkHk8bxMPQxO2ak.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/jWxdu72iZ5nYlkHk8bxMPQxO2ak.jpg	(from https://reza-lava-portfolio.framer.ai/work)
14:28:11	33580/33580	U--MC-	200	updated ('OK')	image/jpeg	etag:%224b7d5c46e0ba180aeec28542c4f7353b%22	https://framerusercontent.com/images/tfsouovZrkFHL10Jf5hZyDf9OtM.jpg	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/tfsouovZrkFHL10Jf5hZyDf9OtM.jpg	(from https://reza-lava-portfolio.framer.ai/work)
14:28:11	7152/7152	U--MC-	200	updated ('OK')	image/png	etag:%2231450e81dcb56a30dc5ece1b57600b48%22	https://framerusercontent.com/images/AIaZBNWfGUGH4Y6NTmAW73fqFY.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/AIaZBNWfGUGH4Y6NTmAW73fqFY.png	(from https://reza-lava-portfolio.framer.ai/contact)
14:28:12	6540/6540	U--MC-	200	updated ('OK')	image/png	etag:%223ca5a5f3de198335586c69407f9f54c7%22	https://framerusercontent.com/images/btIBrcVxNl0XxBi2N6j2C0jlx0.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/btIBrcVxNl0XxBi2N6j2C0jlx0.png	(from https://reza-lava-portfolio.framer.ai/contact)
14:28:13	29282/29282	U--MC-	200	updated ('OK')	image/png	etag:%22bd8425d4b2f1f59283b6b01f45106150%22	https://framerusercontent.com/images/J7uTzQlfiBUCr8yrVFcmIDxNhY.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/J7uTzQlfiBUCr8yrVFcmIDxNhY.png	(from https://reza-lava-portfolio.framer.ai/contact)
14:28:13	18073/18073	U--MC-	200	updated ('OK')	image/png	etag:%22a85932433111811ae5a3866f3f628dde%22	https://framerusercontent.com/images/FJ5pqSwyZZEZ9REovUfSEQRIV4g.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/FJ5pqSwyZZEZ9REovUfSEQRIV4g.png	(from https://reza-lava-portfolio.framer.ai/contact)
14:28:14	17428/17428	U--MC-	200	updated ('OK')	image/png	etag:%22a56df5aea0c2ddbfc0d5f80282c0610d%22	https://framerusercontent.com/images/Wjyfxmzq69usxMJPV4wfsNDKw.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/Wjyfxmzq69usxMJPV4wfsNDKw.png	(from https://reza-lava-portfolio.framer.ai/contact)
14:28:14	27190/27190	U--MC-	200	updated ('OK')	image/png	etag:%229c8b34507be91e170d3ea560578e43fe%22	https://framerusercontent.com/images/ikaXrFzbVh6AcJOy9ZyXUK3k04w.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/ikaXrFzbVh6AcJOy9ZyXUK3k04w.png	(from https://reza-lava-portfolio.framer.ai/contact)
14:28:14	19716/19716	U--MC-	200	updated ('OK')	image/png	etag:%22ed48c1d9fd0491d3ccb227475e39f5ac%22	https://framerusercontent.com/images/v4y0MNif2IXkWOndea3Vtv9AA.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/v4y0MNif2IXkWOndea3Vtv9AA.png	(from https://reza-lava-portfolio.framer.ai/contact)
14:28:14	22964/22964	U--MC-	200	updated ('OK')	image/png	etag:%22aa1f0614b890c2e84ab14400ee5cddc2%22	https://framerusercontent.com/images/CqUx3m5aHHQ2iX9h593l0YpB948.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/CqUx3m5aHHQ2iX9h593l0YpB948.png	(from https://reza-lava-portfolio.framer.ai/contact)
14:28:14	5176/5176	U--MC-	200	updated ('OK')	image/png	etag:%224bca92beb32f1fdadbe73cf6d47e3cc5%22	https://framerusercontent.com/images/ZMJ0lJ27kXJNBTaVl3m2hY1o.png	C:/My%20Web%20Sites/My%20Portfolio/framerusercontent.com/images/ZMJ0lJ27kXJNBTaVl3m2hY1o.png	(from https://reza-lava-portfolio.framer.ai/contact)
